"","logFC","logCPM","F","PValue","FDR","gene_name","z","gene_id","ovl_with_cherryetal","gene_id_trimmed","Human_gene_id","HGNC.symbol"
"Sox10",-1.7340946234918,2.40922589712291,35.4135253399926,2.92021353483689e-05,0.000600002013494974,"Sox10",-4.17960072749061,"ENSMUSG00000033006.10",TRUE,"ENSMUSG00000033006","ENSG00000100146","SOX10"
"Eda",-0.761028398944232,4.33273376909727,35.398331479739,2.92687408728943e-05,0.00060059456271179,"Eda",-4.17908257388669,"ENSMUSG00000059327.9",TRUE,"ENSMUSG00000059327","ENSG00000158813","EDA"
"Rtn4rl2",1.29234105904136,2.78069247607536,35.3880210528882,2.93140372399251e-05,0.000600748884312537,"Rtn4rl2",4.17873083347417,"ENSMUSG00000050896.12",TRUE,"ENSMUSG00000050896","ENSG00000186907","RTN4RL2"
"Sncg",0.910427715389352,3.16784952645542,35.3464037445487,2.94976850854949e-05,0.000602090668590695,"Sncg",4.17731002394106,"ENSMUSG00000023064.4",TRUE,"ENSMUSG00000023064","ENSG00000173267","SNCG"
"Stx1b",-1.03417636879936,2.8548047664939,35.3458874859947,2.94999714216793e-05,0.000602090668590695,"Stx1b",-4.17729238852116,"ENSMUSG00000030806.6",TRUE,"ENSMUSG00000030806","ENSG00000099365","STX1B"
"Aldh1l2",0.850358863539286,4.76833769213105,35.343493872744,2.9510574567021e-05,0.000602090668590695,"Aldh1l2",4.17721061922506,"ENSMUSG00000020256.14",TRUE,"ENSMUSG00000020256","ENSG00000136010","ALDH1L2"
"Ebf3",-0.499987858554304,5.80767672411644,35.3343993517769,2.95509007052706e-05,0.000602090668590695,"Ebf3",-4.17689988711702,"ENSMUSG00000010476.14",TRUE,"ENSMUSG00000010476","ENSG00000108001","EBF3"
"Nmt2",-0.497470415382045,5.8092407983179,35.3233372503584,2.96000358315846e-05,0.000602090668590695,"Nmt2",-4.17652182181431,"ENSMUSG00000026643.16",TRUE,"ENSMUSG00000026643","ENSG00000152465","NMT2"
"Map3k8",-0.602121399740902,5.45113854904994,35.32065484947,2.96119643891752e-05,0.000602090668590695,"Map3k8",-4.17643012871013,"ENSMUSG00000024235.11",TRUE,"ENSMUSG00000024235","ENSG00000107968","MAP3K8"
"Socs2",0.510359387428902,5.34648585980697,35.3133375377767,2.96445320698305e-05,0.000602090668590695,"Socs2",4.17617996429626,"ENSMUSG00000020027.18",TRUE,"ENSMUSG00000020027","ENSG00000120833","SOCS2"
"Tmem98",0.771166941831823,4.86360263768146,35.2535354439988,2.99122299658916e-05,0.00060675279738211,"Tmem98",4.17413351973156,"ENSMUSG00000035413.8",TRUE,"ENSMUSG00000035413","ENSG00000006042","TMEM98"
"Gm42047",0.897256960584305,4.55224383387826,35.1715856241168,3.02835474524108e-05,0.000613502235841642,"Gm42047",4.17132357555537,"ENSMUSG00000110631.1",TRUE,"ENSMUSG00000110631",NA,NA
"Adamts3",0.891430966423178,3.54902472778514,35.1556315953061,3.03564438691443e-05,0.000614196599047076,"Adamts3",4.17077577949807,"ENSMUSG00000043635.12",FALSE,"ENSMUSG00000043635","ENSG00000156140","ADAMTS3"
"C1qtnf7",0.52848941904659,5.9326289453834,35.0740915818719,3.07321437828609e-05,0.000621007982946426,"C1qtnf7",4.167972175215,"ENSMUSG00000061535.11",FALSE,"ENSMUSG00000061535","ENSG00000163145","C1QTNF7"
"Bcr",0.43114037042337,6.7798190967067,35.041119476514,3.08855640798729e-05,0.000622782346280613,"Bcr",4.16683665499523,"ENSMUSG00000009681.10",TRUE,"ENSMUSG00000009681","ENSG00000186716","BCR"
"Ehbp1",-0.470684630403449,5.75797677551325,35.0383178562208,3.08986402179293e-05,0.000622782346280613,"Ehbp1",-4.1667401217122,"ENSMUSG00000042302.14",TRUE,"ENSMUSG00000042302","ENSG00000115504","EHBP1"
"Socs3",-0.427141367631855,10.3983532114397,35.0300134991346,3.09374365567304e-05,0.000622782346280613,"Socs3",-4.16645393990231,"ENSMUSG00000053113.3",TRUE,"ENSMUSG00000053113","ENSG00000184557","SOCS3"
"Mmp14",0.440220076055685,10.8117167434483,35.0183478059796,3.09920300278242e-05,0.000623092608764208,"Mmp14",4.16605180735035,"ENSMUSG00000000957.11",FALSE,"ENSMUSG00000000957","ENSG00000157227","MMP14"
"Pkig",0.593751184159597,4.63732456105446,34.9258573002058,3.14287696180258e-05,0.000631075408125587,"Pkig",4.16285882620369,"ENSMUSG00000035268.14",TRUE,"ENSMUSG00000035268","ENSG00000168734","PKIG"
"Nupr1",0.47554195685531,7.26312242593634,34.9144783421024,3.1482983004154e-05,0.000631366807963508,"Nupr1",4.16246542034467,"ENSMUSG00000030717.9",TRUE,"ENSMUSG00000030717","ENSG00000176046","NUPR1"
"Kctd10",0.464446997089313,5.90667898336306,34.846596736105,3.18086136260235e-05,0.000637093680723742,"Kctd10",4.16011590117015,"ENSMUSG00000001098.15",TRUE,"ENSMUSG00000001098","ENSG00000110906","KCTD10"
"Tpbgl",-1.6431215031686,2.09727479225904,34.8006192264827,3.20313456410486e-05,0.000640747785823391,"Tpbgl",-4.15852195094113,"ENSMUSG00000096606.2",TRUE,"ENSMUSG00000096606","ENSG00000261594","TPBGL"
"Pkd1l2",-2.54628319554911,0.79210704330325,34.7402099056409,3.23266924720469e-05,0.000645843455254977,"Pkd1l2",-4.15642450581793,"ENSMUSG00000034416.18",FALSE,"ENSMUSG00000034416","ENSG00000166473","PKD1L2"
"Ripk1",-0.584207504009282,6.54854191796439,34.7304984604004,3.23744610715067e-05,0.000645986266524682,"Ripk1",-4.15608698222602,"ENSMUSG00000021408.15",TRUE,"ENSMUSG00000021408","ENSG00000137275","RIPK1"
"Ncs1",0.789724953393343,4.71660407536991,34.6816330908416,3.26160415096972e-05,0.000649991112943251,"Ncs1",4.1543872358527,"ENSMUSG00000062661.6",TRUE,"ENSMUSG00000062661","ENSG00000107130","NCS1"
"Egr1",-0.425255701108856,12.0689443608232,34.6107135308067,3.29703098673802e-05,0.00065622883331783,"Egr1",-4.15191612988788,"ENSMUSG00000038418.7",TRUE,"ENSMUSG00000038418","ENSG00000120738","EGR1"
"Htr2a",-0.946789943930423,3.483512024392,34.5806844759221,3.31216331458436e-05,0.000658416664897939,"Htr2a",-4.15086829380355,"ENSMUSG00000034997.5",TRUE,"ENSMUSG00000034997","ENSG00000102468","HTR2A"
"Sp110",-0.72956919523658,3.92567573078449,34.5708864318194,3.31711785523504e-05,0.000658578342719136,"Sp110",-4.15052620533773,"ENSMUSG00000070034.13",TRUE,"ENSMUSG00000070034","ENSG00000135899","SP110"
"Pir",-0.878209094222983,3.29507543190305,34.5086845338075,3.34876860663457e-05,0.000663179690093631,"Pir",-4.14835225153514,"ENSMUSG00000031379.13",TRUE,"ENSMUSG00000031379","ENSG00000087842","PIR"
"Lima1",-0.453555753071558,9.22946195655937,34.5008014113737,3.35280431890385e-05,0.000663179690093631,"Lima1",-4.14807646004906,"ENSMUSG00000023022.14",TRUE,"ENSMUSG00000023022","ENSG00000050405","LIMA1"
"Ecscr",0.792488803420589,5.44188709617506,34.3876291662065,3.41135621151342e-05,0.000673922954431031,"Ecscr",4.14411023916934,"ENSMUSG00000073599.10",TRUE,"ENSMUSG00000073599","ENSG00000279686",""
"Sel1l3",-1.1330546345239,2.87556053070421,34.3145520665533,3.44978195019688e-05,0.000680668515558077,"Sel1l3",-4.14154232551165,"ENSMUSG00000029189.10",TRUE,"ENSMUSG00000029189","ENSG00000091490","SEL1L3"
"Vegfc",0.642126716281268,4.29340225127013,34.2802407812443,3.46799335244957e-05,0.000681897165018459,"Vegfc",4.14033476909396,"ENSMUSG00000031520.6",TRUE,"ENSMUSG00000031520","ENSG00000150630","VEGFC"
"Tubb2b",0.502001056812533,6.04698395463129,34.2753981517917,3.47057247089869e-05,0.000681897165018459,"Tubb2b",4.14016424070574,"ENSMUSG00000045136.6",FALSE,"ENSMUSG00000045136","ENSG00000137285","TUBB2B"
"Pmp22",-0.447394093408819,8.26700092896558,34.275356996616,3.47059439893221e-05,0.000681897165018459,"Pmp22",-4.14016279136507,"ENSMUSG00000018217.12",TRUE,"ENSMUSG00000018217","ENSG00000109099","PMP22"
"Dusp6",0.501837109677014,5.59757385883014,34.2705430300727,3.4731604330312e-05,0.000681897165018459,"Dusp6",4.13999324851327,"ENSMUSG00000019960.8",TRUE,"ENSMUSG00000019960","ENSG00000139318","DUSP6"
"Hecw2",-0.898939045110835,3.41672336890848,34.188034923718,3.51747772371754e-05,0.000689135285055086,"Hecw2",-4.13708373603165,"ENSMUSG00000042807.15",TRUE,"ENSMUSG00000042807","ENSG00000138411","HECW2"
"Azin2",0.720503514960889,4.32656021408205,34.1857878516466,3.51869365191932e-05,0.000689135285055086,"Azin2",4.13700439973719,"ENSMUSG00000028789.16",TRUE,"ENSMUSG00000028789","ENSG00000142920","AZIN2"
"Adam22",-0.947830199073463,3.66605570298577,34.1657192984639,3.52957430976191e-05,0.0006904159932121,"Adam22",-4.13629562044365,"ENSMUSG00000040537.17",TRUE,"ENSMUSG00000040537","ENSG00000008277","ADAM22"
"Ajuba",0.645142616275628,4.30167722787294,34.1200420645693,3.55448232963525e-05,0.000694434060051466,"Ajuba",4.13468086184743,"ENSMUSG00000022178.11",TRUE,"ENSMUSG00000022178","ENSG00000129474","AJUBA"
"Fam110b",0.756441806953134,4.10616722176587,33.9662287920065,3.63983966550885e-05,0.00071023767117285,"Fam110b",4.12922759289623,"ENSMUSG00000049119.14",TRUE,"ENSMUSG00000049119","ENSG00000169122","FAM110B"
"Tln2",0.713436679889513,5.88569876787056,33.8532318670755,3.7040328590967e-05,0.000721554791950346,"Tln2",4.1252058666081,"ENSMUSG00000052698.15",TRUE,"ENSMUSG00000052698","ENSG00000171914","TLN2"
"Acta2",0.626242328436084,7.78709614098762,33.8482155754341,3.70691231228971e-05,0.000721554791950346,"Acta2",4.12502702252207,"ENSMUSG00000035783.9",TRUE,"ENSMUSG00000035783","ENSG00000107796","ACTA2"
"Mboat1",0.888588239428011,3.22394343814369,33.7810811409817,3.74569494592799e-05,0.000728212551651501,"Mboat1",4.12263098236681,"ENSMUSG00000038732.15",TRUE,"ENSMUSG00000038732","ENSG00000172197","MBOAT1"
"Asb4",-2.03864231076515,1.72496023433041,33.7375553513878,3.77108578942989e-05,0.000731926553317883,"Asb4",-4.12107502816784,"ENSMUSG00000042607.15",TRUE,"ENSMUSG00000042607","ENSG00000005981","ASB4"
"Gm12688",-4.15243722996402,-0.497916287442597,33.7325751140595,3.77400348186294e-05,0.000731926553317883,"Gm12688",-4.12089686910171,"ENSMUSG00000086096.1",TRUE,"ENSMUSG00000086096",NA,NA
"Sh3pxd2a",0.455441441929524,7.38888485689911,33.6618812267805,3.8156979542052e-05,0.000738604538447908,"Sh3pxd2a",4.1183651211544,"ENSMUSG00000053617.12",TRUE,"ENSMUSG00000053617","ENSG00000107957","SH3PXD2A"
"Slco3a1",-0.48442475429225,5.85921183705584,33.653507414179,3.82067135514903e-05,0.000738604538447908,"Slco3a1",-4.11806488407981,"ENSMUSG00000025790.14",TRUE,"ENSMUSG00000025790","ENSG00000176463","SLCO3A1"
"Cpne8",-0.580937618567735,4.96241237884935,33.6458598606663,3.82521985721145e-05,0.000738604538447908,"Cpne8",-4.11779062215813,"ENSMUSG00000052560.15",TRUE,"ENSMUSG00000052560","ENSG00000139117","CPNE8"
"Entpd1",-0.73747258949817,4.23154482987238,33.6256468233458,3.83727156260919e-05,0.00073968642012332,"Entpd1",-4.11706543209751,"ENSMUSG00000048120.16",TRUE,"ENSMUSG00000048120","ENSG00000138185","ENTPD1"
"Sipa1l1",0.58516833901411,4.67600852619127,33.575627921292,3.86728068094518e-05,0.000744270828929612,"Sipa1l1",4.11526903799826,"ENSMUSG00000042700.16",TRUE,"ENSMUSG00000042700","ENSG00000197555","SIPA1L1"
"Otud1",-0.683154849272834,4.19967171523197,33.5666655647632,3.87268585267292e-05,0.000744270828929612,"Otud1",-4.11494688258378,"ENSMUSG00000043415.5",TRUE,"ENSMUSG00000043415","ENSG00000165312","OTUD1"
"Itgb5",0.42719219555044,8.44273939858038,33.5626766833276,3.87509429889781e-05,0.000744270828929612,"Itgb5",4.11480347341883,"ENSMUSG00000022817.15",TRUE,"ENSMUSG00000022817","ENSG00000082781","ITGB5"
"Gm43311",-1.57523827286083,2.29934394291104,33.4434823700528,3.94785487461547e-05,0.00075733095381194,"Gm43311",-4.11051040603655,"ENSMUSG00000105896.1",FALSE,"ENSMUSG00000105896",NA,NA
"Cbx7",-0.67435482190836,4.79579584782686,33.4249634929669,3.95929838565432e-05,0.000757698221745615,"Cbx7",-4.10984205199499,"ENSMUSG00000053411.16",TRUE,"ENSMUSG00000053411","ENSG00000100307","CBX7"
"Wls",0.442951741738374,8.49345057433766,33.3771967246832,3.98898986483179e-05,0.000762222159153276,"Wls",4.10811644433322,"ENSMUSG00000028173.10",TRUE,"ENSMUSG00000028173","ENSG00000116729","WLS"
"Fxyd1",-0.529683221608747,6.35642643208103,33.371538394374,3.99252379157819e-05,0.000762222159153276,"Fxyd1",-4.1079118721379,"ENSMUSG00000036570.14",TRUE,"ENSMUSG00000036570","ENSG00000266964","FXYD1"
"C4b",-0.418308527572781,11.3125654935185,33.3286848813191,4.01940400455681e-05,0.000766433835545168,"C4b",-4.10636142948695,"ENSMUSG00000073418.4",FALSE,"ENSMUSG00000073418","ENSG00000244731","C4A"
"Etfa",-0.437510365914046,6.36567917981285,33.3091645904918,4.0317164679085e-05,0.000767860922025735,"Etfa",-4.1056545334278,"ENSMUSG00000032314.14",TRUE,"ENSMUSG00000032314","ENSG00000140374","ETFA"
"Cpq",-0.522987158230833,7.61943863970404,33.2939834490716,4.04132166645884e-05,0.000768769598824102,"Cpq",-4.10510449073226,"ENSMUSG00000039007.10",TRUE,"ENSMUSG00000039007","ENSG00000104324","CPQ"
"Igsf1",-2.11957377534773,1.50616315597319,33.2790404734136,4.05080160602812e-05,0.000769652305145343,"Igsf1",-4.1045628360847,"ENSMUSG00000031111.16",FALSE,"ENSMUSG00000031111","ENSG00000147255","IGSF1"
"Ctsb",0.407646375465826,10.7648381690508,33.2646113432342,4.05997957171703e-05,0.00077047559819828,"Ctsb",4.10403958011672,"ENSMUSG00000021939.8",TRUE,"ENSMUSG00000021939","ENSG00000164733","CTSB"
"Serpinb1a",-0.527847435973835,5.69081843465559,33.2480984475445,4.07051200147701e-05,0.000771553663402728,"Serpinb1a",-4.10344048456613,"ENSMUSG00000044734.16",TRUE,"ENSMUSG00000044734","ENSG00000021355","SERPINB1"
"Ighm",2.12344331539511,4.51983311991193,33.2398909273977,4.07575857027227e-05,0.000771628435036189,"Ighm",4.10314260294747,"ENSMUSG00000076617.9",TRUE,"ENSMUSG00000076617","ENSG00000211899","IGHM"
"Stat5b",-0.499853701024638,6.10541114755654,33.1927540292547,4.10603969490994e-05,0.000776436971083862,"Stat5b",-4.10143042562934,"ENSMUSG00000020919.11",TRUE,"ENSMUSG00000020919","ENSG00000173757","STAT5B"
"Reg3g",1.83207563872368,2.33026334703228,33.1833003543523,4.11214357691277e-05,0.000776667687691731,"Reg3g",4.10108674698499,"ENSMUSG00000030017.2",TRUE,"ENSMUSG00000030017","ENSG00000172023","REG1B"
"Tcf7l1",-0.497397439951032,5.83896802889341,33.1331450102825,4.14470014970194e-05,0.00078153367937868,"Tcf7l1",-4.09926178805472,"ENSMUSG00000055799.13",TRUE,"ENSMUSG00000055799","ENSG00000152284","TCF7L1"
"Usp2",-0.542857054205079,5.22757812534024,33.1284912552359,4.14773580705279e-05,0.00078153367937868,"Usp2",-4.09909231814366,"ENSMUSG00000032010.15",TRUE,"ENSMUSG00000032010","ENSG00000036672","USP2"
"Elk3",0.467474472759184,6.17312210139077,33.1154310977797,4.15626850182113e-05,0.000782214650703685,"Elk3",4.09861659779458,"ENSMUSG00000008398.15",TRUE,"ENSMUSG00000008398","ENSG00000111145","ELK3"
"Fam111a",-0.721436826458772,4.63963877130795,33.0335422068934,4.21022696930349e-05,0.000791433090931837,"Fam111a",-4.09562955638275,"ENSMUSG00000024691.13",TRUE,"ENSMUSG00000024691","ENSG00000166801","FAM111A"
"Aqp2",1.60330093576591,1.61564354083222,33.008286100378,4.22702926042895e-05,0.000793653439534847,"Aqp2",4.09470682596708,"ENSMUSG00000023013.5",FALSE,"ENSMUSG00000023013","ENSG00000167580","AQP2"
"Chl1",0.899201537958457,6.54447967468648,32.9563045451746,4.26185198987772e-05,0.000799248021167752,"Chl1",4.09280549607303,"ENSMUSG00000030077.11",TRUE,"ENSMUSG00000030077","ENSG00000134121","CHL1"
"Lum",0.39219540370236,11.2233153636592,32.8361678766174,4.34358804840199e-05,0.000813616969773107,"Lum",4.08839995208605,"ENSMUSG00000036446.5",FALSE,"ENSMUSG00000036446","ENSG00000139329","LUM"
"Cdon",-0.456284884338308,7.94950802964263,32.7739417742022,4.38662427690283e-05,0.000820641046915273,"Cdon",-4.08611182163295,"ENSMUSG00000038119.15",TRUE,"ENSMUSG00000038119","ENSG00000064309","CDON"
"Colgalt1",0.461298199795455,7.69117711232209,32.7670686549993,4.39140747610449e-05,0.000820641046915273,"Colgalt1",4.08585882687436,"ENSMUSG00000034807.9",TRUE,"ENSMUSG00000034807","ENSG00000130309","COLGALT1"
"Cald1",0.4434791793148,8.97860890073038,32.7336564915345,4.41474464491803e-05,0.000823543285857086,"Cald1",4.084628205151,"ENSMUSG00000029761.16",TRUE,"ENSMUSG00000029761","ENSG00000122786","CALD1"
"Mex3a",0.942581216193472,2.88131682267608,32.6990141116648,4.43909016893372e-05,0.000825930748701641,"Mex3a",4.08335096922518,"ENSMUSG00000074480.4",TRUE,"ENSMUSG00000074480","ENSG00000254726","MEX3A"
"Nek6",0.703681068111017,5.96606666554292,32.6970317846415,4.44048789624538e-05,0.000825930748701641,"Nek6",4.08327784227312,"ENSMUSG00000026749.11",TRUE,"ENSMUSG00000026749","ENSG00000119408","NEK6"
"Dpp6",1.24858542521667,3.02915551332104,32.6674152359099,4.46143008385417e-05,0.000828856572704823,"Dpp6",4.08218478537092,"ENSMUSG00000061576.15",TRUE,"ENSMUSG00000061576","ENSG00000130226","DPP6"
"Plxnd1",0.432463184755618,6.89286251277625,32.5731744277401,4.52882016041958e-05,0.000840394714249154,"Plxnd1",4.07870015795724,"ENSMUSG00000030123.15",TRUE,"ENSMUSG00000030123","ENSG00000004399","PLXND1"
"Adamts9",0.6485887870913,4.14398031424355,32.5491118905723,4.54621197692317e-05,0.000842638800338103,"Adamts9",4.07780884080968,"ENSMUSG00000030022.14",TRUE,"ENSMUSG00000030022","ENSG00000163638","ADAMTS9"
"Adamts6",0.707246169731179,3.9975738141972,32.5377163640105,4.55447488910463e-05,0.000843187592100477,"Adamts6",4.07738650551642,"ENSMUSG00000046169.10",TRUE,"ENSMUSG00000046169","ENSG00000049192","ADAMTS6"
"Kalrn",0.684829961988824,4.92802233128088,32.5290427829672,4.5607755664215e-05,0.00084337225386978,"Kalrn",4.07706495229858,"ENSMUSG00000061751.16",TRUE,"ENSMUSG00000061751","ENSG00000160145","KALRN"
"Heca",-0.515784577702287,5.60907772305911,32.4590984409035,4.61194862453294e-05,0.000851844587409376,"Heca",-4.07446884638396,"ENSMUSG00000039879.9",TRUE,"ENSMUSG00000039879","ENSG00000112406","HECA"
"Fam83f",-1.47000758228711,1.67035264249784,32.3811935182058,4.66971638639156e-05,0.000861513917549709,"Fam83f",-4.07157080089378,"ENSMUSG00000022408.7",FALSE,"ENSMUSG00000022408","ENSG00000133477","FAM83F"
"Qsox1",0.455816669580893,7.12194288723737,32.3452941449464,4.69661309481681e-05,0.000864320289908975,"Qsox1",4.07023304984092,"ENSMUSG00000033684.14",TRUE,"ENSMUSG00000033684","ENSG00000116260","QSOX1"
"Kcnj15",1.69228488407298,2.55166396701268,32.3401307937028,4.70049608502532e-05,0.000864320289908975,"Kcnj15",4.07004052341869,"ENSMUSG00000062609.14",TRUE,"ENSMUSG00000062609","ENSG00000157551","KCNJ15"
"Bpgm",0.679673078208344,4.32123196755501,32.3391517168591,4.70123279111654e-05,0.000864320289908975,"Bpgm",4.0700040130775,"ENSMUSG00000038871.5",TRUE,"ENSMUSG00000038871","ENSG00000172331","BPGM"
"Col16a1",0.420573017018928,9.18406777493396,32.3266322350971,4.71066465950602e-05,0.000865054273442542,"Col16a1",4.0695370588017,"ENSMUSG00000040690.15",FALSE,"ENSMUSG00000040690","ENSG00000084636","COL16A1"
"Serpine1",0.491458132340842,9.14407927385882,32.1556296487196,4.84167299036166e-05,0.000888086800065992,"Serpine1",4.06314115856258,"ENSMUSG00000037411.10",TRUE,"ENSMUSG00000037411","ENSG00000106366","SERPINE1"
"Jam2",-0.47068180844576,5.47327163552826,32.1379303845175,4.85546785874896e-05,0.000889591075549363,"Jam2",-4.06247726164836,"ENSMUSG00000053062.16",TRUE,"ENSMUSG00000053062","ENSG00000154721","JAM2"
"Laptm5",0.868820447674658,3.23673628631556,32.1239450550715,4.8663997024003e-05,0.000890538741561421,"Laptm5",4.0619524204895,"ENSMUSG00000028581.17",TRUE,"ENSMUSG00000028581","ENSG00000162511","LAPTM5"
"Col4a5",-0.919637165358776,6.24413751369316,32.1169985653287,4.87183993685742e-05,0.000890538741561421,"Col4a5",-4.06169164954792,"ENSMUSG00000031274.16",TRUE,"ENSMUSG00000031274","ENSG00000188153","COL4A5"
"Tubb2a",0.431463980016113,7.18710143092999,32.0293967621758,4.9410436198292e-05,0.00090215174151715,"Tubb2a",4.05839833132209,"ENSMUSG00000058672.7",TRUE,"ENSMUSG00000058672","ENSG00000137267","TUBB2A"
"Bfar",0.45734412876483,5.96198235244189,32.016676547198,4.9511850243533e-05,0.000902966690851955,"Bfar",4.0579193918657,"ENSMUSG00000022684.15",TRUE,"ENSMUSG00000022684","ENSG00000103429","BFAR"
"Ccdc50",-0.421316106526616,7.33176387343988,31.9563517012625,4.9996036100397e-05,0.000910752533911355,"Ccdc50",-4.05564551049241,"ENSMUSG00000038127.14",TRUE,"ENSMUSG00000038127","ENSG00000152492","CCDC50"
"Gm17455",1.5714202554462,1.64576564674345,31.93912101325,5.01353223778536e-05,0.000912244887614422,"Gm17455",4.05499524622059,"ENSMUSG00000090439.3",FALSE,"ENSMUSG00000090439","ENSG00000214688","C10orf105"
"Itga2",-0.61573846224921,4.49709984845977,31.864500300118,5.07436454312735e-05,0.000922258506621191,"Itga2",-4.05217518579661,"ENSMUSG00000015533.9",TRUE,"ENSMUSG00000015533","ENSG00000164171","ITGA2"
"Plec",0.645848075673586,7.95545009644133,31.8045681712633,5.12383087168442e-05,0.000930185871602709,"Plec",4.04990555126187,"ENSMUSG00000022565.15",TRUE,"ENSMUSG00000022565","ENSG00000178209","PLEC"
"Pde4d",0.768858980399071,3.4748379704721,31.7956356253136,5.13125042274458e-05,0.000930470643932805,"Pde4d",4.0495669167374,"ENSMUSG00000021699.17",TRUE,"ENSMUSG00000021699","ENSG00000113448","PDE4D"
"Slc39a11",0.623430203364342,4.5180138118818,31.7799812802266,5.14428273437723e-05,0.00093177139322097,"Slc39a11",4.04897323297326,"ENSMUSG00000041654.15",TRUE,"ENSMUSG00000041654","ENSG00000133195","SLC39A11"
"Mpeg1",0.723741314003357,4.17078875943153,31.7571563203746,5.16335215121687e-05,0.000932914011707563,"Mpeg1",4.04810709410417,"ENSMUSG00000046805.10",TRUE,"ENSMUSG00000046805","ENSG00000197629","MPEG1"
"Nmi",-0.72410513139213,4.25800130413147,31.7538407010523,5.16612891350668e-05,0.000932914011707563,"Nmi",-4.04798122562803,"ENSMUSG00000026946.9",TRUE,"ENSMUSG00000026946","ENSG00000123609","NMI"
