"","logFC","logCPM","F","PValue","FDR","gene_name","z","gene_id","ovl_with_cherryetal","gene_id_trimmed","Human_gene_id","HGNC.symbol"
"Pgk1",0.356791807733754,4.86655307650652,12.7298995506601,0.00289370418046846,0.0225030935910879,"Pgk1",2.97880971713227,"ENSMUSG00000062070.12",TRUE,"ENSMUSG00000062070","ENSG00000102144","PGK1"
"Arhgap6",-0.360195409402818,5.03352398823937,12.7298805423657,0.00289371982605639,0.0225030935910879,"Arhgap6",-2.97880806035183,"ENSMUSG00000031355.16",FALSE,"ENSMUSG00000031355","ENSG00000047648","ARHGAP6"
"Dusp14",0.725864529269748,2.26238032688799,12.7266677373323,0.00289636565249663,0.0225126602989511,"Dusp14",2.97852799963831,"ENSMUSG00000018648.15",FALSE,"ENSMUSG00000018648","ENSG00000276023","DUSP14"
"Arhgap12",-0.328438382743573,5.46678510058294,12.7241714872693,0.0028984232870903,0.0225176480383962,"Arhgap12",-2.97831036040244,"ENSMUSG00000041225.16",FALSE,"ENSMUSG00000041225","ENSG00000165322","ARHGAP12"
"Kdelr1",0.260303532522632,7.3744067179925,12.7195946202653,0.00290220029662904,0.0225359820885213,"Kdelr1",2.97791122695356,"ENSMUSG00000002778.14",TRUE,"ENSMUSG00000002778","ENSG00000105438","KDELR1"
"Gm50012",-0.995367326289668,1.93831114071393,12.7114558131667,0.00290893066707428,0.0225772203018459,"Gm50012",-2.97720117237769,"ENSMUSG00000117628.1",FALSE,"ENSMUSG00000117628",NA,NA
"Dpy19l3",0.395057627526343,4.80439069982117,12.7073599444212,0.00291232448631686,0.0225925347833644,"Dpy19l3",2.97684369270526,"ENSMUSG00000043671.14",FALSE,"ENSMUSG00000043671","ENSG00000178904","DPY19L3"
"Prdm1",1.20982969092001,2.09465554435843,12.7035889278638,0.00291545313749064,0.022605778276701,"Prdm1",2.97651448051889,"ENSMUSG00000038151.13",TRUE,"ENSMUSG00000038151","ENSG00000057657","PRDM1"
"Stxbp5",-0.298159820604393,5.659104918173,12.6951702234168,0.00292245165163052,0.0226450872067189,"Stxbp5",-2.97577922793964,"ENSMUSG00000019790.17",TRUE,"ENSMUSG00000019790","ENSG00000164506","STXBP5"
"Csf1",-0.285044003155747,8.49768061543426,12.6930112796071,0.00292424948626307,0.0226450872067189,"Csf1",-2.975590609777,"ENSMUSG00000014599.10",FALSE,"ENSMUSG00000014599","ENSG00000184371","CSF1"
"Znfx1",-0.293824622422088,5.57260527578907,12.6923569301157,0.00292479463765332,0.0226450872067189,"Znfx1",-2.97553343663253,"ENSMUSG00000039501.14",FALSE,"ENSMUSG00000039501","ENSG00000124201","ZNFX1"
"Iglv1",3.45557416353871,0.00122237596489126,12.6870668264697,0.00292920619608236,0.0226602242774829,"Iglv1",2.97507112872682,"ENSMUSG00000076934.2",FALSE,"ENSMUSG00000076934",NA,NA
"Gm46329",-1.7084128667894,0.268481296251069,12.6865956198197,0.00292959951672671,0.0226602242774829,"Gm46329",-2.97502994166866,"ENSMUSG00000112704.1",FALSE,"ENSMUSG00000112704",NA,NA
"Ly96",0.579869546142687,2.79041967452978,12.669493004832,0.002943916183001,0.0227598925903086,"Ly96",2.97353417849441,"ENSMUSG00000025779.10",TRUE,"ENSMUSG00000025779","ENSG00000154589","LY96"
"Cd36",-0.536709204970105,5.55439935255003,12.6648733195197,0.00294779704997549,0.0227788223934695,"Cd36",-2.97312986056433,"ENSMUSG00000002944.15",FALSE,"ENSMUSG00000002944","ENSG00000135218","CD36"
"Cask",0.334304164849466,6.09938189981775,12.6580238566388,0.00295356186049184,0.0228043133092703,"Cask",2.9725301646829,"ENSMUSG00000031012.17",FALSE,"ENSMUSG00000031012","ENSG00000147044","CASK"
"Zdhhc1",-0.288231874460337,5.78967798580427,12.6567516698089,0.00295463400792103,0.0228043133092703,"Zdhhc1",-2.97241875022207,"ENSMUSG00000039199.6",FALSE,"ENSMUSG00000039199","ENSG00000159714","ZDHHC1"
"Slc9a3r2",0.444422150650549,4.1265904204344,12.6558458032214,0.00295539770674754,0.0228043133092703,"Slc9a3r2",2.97233941134379,"ENSMUSG00000002504.15",TRUE,"ENSMUSG00000002504","ENSG00000065054","SLC9A3R2"
"Dbi",-0.385012211260001,5.98173198911283,12.6532238140052,0.00295760947025249,0.0228103120297892,"Dbi",-2.97210974192491,"ENSMUSG00000026385.16",FALSE,"ENSMUSG00000026385","ENSG00000155368","DBI"
"Gab2",0.353378452696132,4.9262127222133,12.6351960041503,0.00297286806431426,0.022916878733296,"Gab2",2.97052954675776,"ENSMUSG00000004508.6",TRUE,"ENSMUSG00000004508","ENSG00000033327","GAB2"
"Rasgef1b",0.541893583097209,3.18487379434702,12.6314535721675,0.00297604689891231,0.0229302683301369,"Rasgef1b",2.97020127516061,"ENSMUSG00000089809.9",TRUE,"ENSMUSG00000089809","ENSG00000138670","RASGEF1B"
"Hes1",0.368343432080128,5.92971554230788,12.6227843175786,0.00298342553340303,0.0229759885025222,"Hes1",2.96944053043579,"ENSMUSG00000022528.8",TRUE,"ENSMUSG00000022528","ENSG00000114315","HES1"
"Rgmb",-0.284411659265637,6.62990065058513,12.6179439973845,0.00298755435788235,0.0229966490577943,"Rgmb",-2.96901559311736,"ENSMUSG00000048027.9",FALSE,"ENSMUSG00000048027","ENSG00000174136","RGMB"
"Samd4b",-0.276142463920608,6.85049407781514,12.614681241283,0.00299034119619906,0.0230069647039931,"Samd4b",-2.96872907535619,"ENSMUSG00000109336.1",FALSE,"ENSMUSG00000109336","ENSG00000179134","SAMD4B"
"Arl4c",0.373299054671701,4.57581330363023,12.6067031227582,0.00299716812528088,0.0230483388280183,"Arl4c",2.9680282196396,"ENSMUSG00000049866.12",FALSE,"ENSMUSG00000049866","ENSG00000188042","ARL4C"
"Itprid2",0.355788063754445,5.0130562640503,12.5943841533495,0.00300774458186985,0.0231184930330963,"Itprid2",2.96694530625155,"ENSMUSG00000027007.16",TRUE,"ENSMUSG00000027007","ENSG00000138434","ITPRID2"
"Amot",0.420693751602355,4.44944371292506,12.5820850096305,0.0030183466096639,0.0231887759098962,"Amot",2.96586325542278,"ENSMUSG00000041688.16",FALSE,"ENSMUSG00000041688","ENSG00000126016","AMOT"
"Susd2",0.346505142288014,5.45834484175468,12.5755139124091,0.00302402849406783,0.0232212096287594,"Susd2",2.965284784191,"ENSMUSG00000006342.15",FALSE,"ENSMUSG00000006342","ENSG00000099994","SUSD2"
"Cyld",-0.303748401290588,5.34173590280757,12.5723666153496,0.00302675422407026,0.0232309229852265,"Cyld",-2.96500763010308,"ENSMUSG00000036712.15",TRUE,"ENSMUSG00000036712","ENSG00000083799","CYLD"
"Wdr66",-0.536822736413561,3.39276868384487,12.564903108381,0.00303322926315524,0.0232693897597481,"Wdr66",-2.96435015537644,"ENSMUSG00000029442.18",FALSE,"ENSMUSG00000029442","ENSG00000158023","CFAP251"
"Zfyve21",-0.376940988621048,4.77995315168743,12.5620745510962,0.0030356873435441,0.0232770182374069,"Zfyve21",-2.9641008973692,"ENSMUSG00000021286.8",FALSE,"ENSMUSG00000021286","ENSG00000100711","ZFYVE21"
"Islr2",-0.423853401627936,6.60844195589394,12.5534696514324,0.00304317921214531,0.02332321880036,"Islr2",-2.96334232946976,"ENSMUSG00000051243.14",FALSE,"ENSMUSG00000051243","ENSG00000167178","ISLR2"
"Etv3",-0.356532995108338,4.79030843475604,12.5498802291551,0.00304631059506381,0.0233307745457539,"Etv3",-2.96302577481309,"ENSMUSG00000003382.18",TRUE,"ENSMUSG00000003382","ENSG00000117036","ETV3"
"Paxx",-0.421265110322942,3.93842547791316,12.5489769258748,0.00304709920967936,0.0233307745457539,"Paxx",-2.96294609974948,"ENSMUSG00000047617.11",FALSE,"ENSMUSG00000047617","ENSG00000148362","PAXX"
"Syn3",-2.91391095125986,-0.469438189325575,12.5308599624422,0.00306296533561516,0.0234409709972511,"Syn3",-2.96134710063785,"ENSMUSG00000059602.14",TRUE,"ENSMUSG00000059602","ENSG00000185666","SYN3"
"Polr3gl",-0.45154023585687,3.94092348804647,12.5107351263979,0.00308070073787895,0.0235653601897494,"Polr3gl",-2.95956863105774,"ENSMUSG00000028104.14",FALSE,"ENSMUSG00000028104",NA,NA
"Nol7",-0.35012323786844,4.64100774537134,12.5060455053358,0.00308485040924222,0.0235857577202784,"Nol7",-2.95915385866135,"ENSMUSG00000063200.4",TRUE,"ENSMUSG00000063200","ENSG00000225921","NOL7"
"Csnk1g1",0.36300413030852,4.7386139308257,12.5042685946735,0.00308642440085736,0.0235864523050623,"Csnk1g1",2.95899666644377,"ENSMUSG00000032384.16",FALSE,"ENSMUSG00000032384","ENSG00000169118","CSNK1G1"
"Eef2k",-0.341961796058495,5.31665960681709,12.4967353639904,0.00309310756162076,0.0236261717350888,"Eef2k",-2.95833004210644,"ENSMUSG00000035064.17",FALSE,"ENSMUSG00000035064","ENSG00000103319","EEF2K"
"Plekhg2",0.276608939340219,6.24913605173759,12.4921766236898,0.00309715991791476,0.0236457677266435,"Plekhg2",2.95792647160186,"ENSMUSG00000037552.17",TRUE,"ENSMUSG00000037552","ENSG00000090924","PLEKHG2"
"Gm43708",-3.69356208890933,-1.54237162567415,12.4843460085444,0.00310413488849367,0.0236876473760628,"Gm43708",-2.95723296677167,"ENSMUSG00000105873.1",FALSE,"ENSMUSG00000105873",NA,NA
"Igf1",0.337106841363722,8.75959038921651,12.4790819204435,0.00310883387040418,0.0237121271180037,"Igf1",2.95676655869528,"ENSMUSG00000020053.18",FALSE,"ENSMUSG00000020053","ENSG00000017427","IGF1"
"Ptpn22",2.55619183371569,0.163047717073922,12.4669034276234,0.00311973619774599,0.0237838757204001,"Ptpn22",2.95568689433956,"ENSMUSG00000027843.13",TRUE,"ENSMUSG00000027843","ENSG00000134242","PTPN22"
"Emid1",0.691272410064063,2.47548479197836,12.4619398829252,0.00312419215604796,0.0238064340477387,"Emid1",2.95524660799706,"ENSMUSG00000034164.17",FALSE,"ENSMUSG00000034164","ENSG00000186998","EMID1"
"Jund",-0.350447510348292,8.52855871431098,12.4591044644115,0.00312674088254604,0.023814444566633,"Jund",-2.95499502959444,"ENSMUSG00000071076.6",FALSE,"ENSMUSG00000071076","ENSG00000130522","JUND"
"Sept10",-0.411380511627075,4.94125351344711,12.4547085462726,0.00313069702709859,0.0238331617146716,"Sept10",-2.95460489855914,"ENSMUSG00000019917.10",TRUE,"ENSMUSG00000019917","ENSG00000186522","SEPTIN10"
"Wfdc1",0.570638526418666,3.3478315976554,12.4337675849066,0.00314962178345254,0.0239657584795434,"Wfdc1",2.95274484828949,"ENSMUSG00000023336.6",FALSE,"ENSMUSG00000023336","ENSG00000103175","WFDC1"
"Map1a",0.445165413932645,5.57356534132568,12.4280926775054,0.00315477281466422,0.0239934730136801,"Map1a",2.95224033486327,"ENSMUSG00000027254.13",FALSE,"ENSMUSG00000027254","ENSG00000166963","MAP1A"
"4930523C07Rik",-0.35207759818688,5.14919309130462,12.4230874996277,0.00315932393860126,0.0240166006671012,"4930523C07Rik",-2.95179520326496,"ENSMUSG00000090394.8",FALSE,"ENSMUSG00000090394","ENSG00000235750","KIAA0040"
"H2-Eb1",0.531340333223599,3.31689276145329,12.4128698377049,0.00316863801449565,0.024075896007895,"H2-Eb1",2.95088604097602,"ENSMUSG00000060586.11",FALSE,"ENSMUSG00000060586",NA,NA
"Nlrx1",0.451800335268482,3.81302364048135,12.396415232518,0.00318370355948981,0.0241788145685609,"Nlrx1",2.9494206119395,"ENSMUSG00000032109.15",FALSE,"ENSMUSG00000032109","ENSG00000160703","NLRX1"
"Cpm",-0.922139844456646,2.99077988359679,12.3886104134643,0.00319087814447766,0.0242199792703169,"Cpm",-2.94872495873789,"ENSMUSG00000020183.11",FALSE,"ENSMUSG00000020183","ENSG00000135678","CPM"
"Ik",-0.284338098267182,6.01272397198214,12.3857101443669,0.00319354892940455,0.0242199792703169,"Ik",-2.94846636146415,"ENSMUSG00000024474.7",TRUE,"ENSMUSG00000024474","ENSG00000113141","IK"
"Gabrd",-2.62263704618384,-0.628576250473937,12.3855539952732,0.00319369279568978,0.0242199792703169,"Gabrd",-2.94845243728575,"ENSMUSG00000029054.8",FALSE,"ENSMUSG00000029054","ENSG00000187730","GABRD"
"Hyou1",0.319845142587175,6.83404422381491,12.3835545707156,0.00319553559917516,0.0242224035432234,"Hyou1",2.94827413106462,"ENSMUSG00000032115.14",TRUE,"ENSMUSG00000032115","ENSG00000149428","HYOU1"
"Nbas",0.355558727151329,5.74096865683351,12.3752248486431,0.0032032259255224,0.02425823320165,"Nbas",2.94753103953795,"ENSMUSG00000020576.10",FALSE,"ENSMUSG00000020576","ENSG00000151779","NBAS"
"Iqgap3",1.4439562870645,1.05086549064103,12.3751304557405,0.00320331319395491,0.02425823320165,"Iqgap3",2.94752261640306,"ENSMUSG00000028068.14",TRUE,"ENSMUSG00000028068","ENSG00000183856","IQGAP3"
"Ccdc187",-2.4707516821922,-0.0723347056664625,12.3697889243864,0.0032082559970791,0.0242841004862204,"Ccdc187",-2.94704587886616,"ENSMUSG00000048038.8",FALSE,"ENSMUSG00000048038","ENSG00000260220","CCDC187"
"Igsf11",-2.75373350088281,-0.0457398567583874,12.3666281672465,0.00321118492125279,0.0242947068518949,"Igsf11",-2.94676369738288,"ENSMUSG00000022790.14",FALSE,"ENSMUSG00000022790","ENSG00000144847","IGSF11"
"Pnp2",-0.648837625234396,2.7817188856128,12.3623328098351,0.00321517012867297,0.0243132908018479,"Pnp2",-2.94638012678845,"ENSMUSG00000068417.8",FALSE,"ENSMUSG00000068417","ENSG00000198805","PNP"
"A4galt",0.365042548664792,4.44796177532653,12.3390780591355,0.00323684420273117,0.0244655576787233,"A4galt",2.94430158232987,"ENSMUSG00000047878.13",FALSE,"ENSMUSG00000047878","ENSG00000128274","A4GALT"
"Glmp",0.27487143604027,6.21043582991314,12.3328208692434,0.00324270457433715,0.0244982094278782,"Glmp",2.94374175071289,"ENSMUSG00000001418.13",FALSE,"ENSMUSG00000001418","ENSG00000198715","GLMP"
"Pafah1b3",0.525887981351066,3.30667929395179,12.3290881202421,0.00324620637830908,0.0245130199592827,"Pafah1b3",2.94340766900097,"ENSMUSG00000005447.12",FALSE,"ENSMUSG00000005447","ENSG00000079462","PAFAH1B3"
"Kcnt2",-0.595284196235777,3.01524623232934,12.3267374017193,0.00324841387734172,0.0245180474092859,"Kcnt2",-2.94319723623141,"ENSMUSG00000052726.15",FALSE,"ENSMUSG00000052726","ENSG00000162687","KCNT2"
"Ssh2",-0.267454399769691,6.43207724898986,12.3223468108113,0.00325254156733293,0.0245375562359087,"Ssh2",-2.94280410805483,"ENSMUSG00000037926.15",FALSE,"ENSMUSG00000037926","ENSG00000141298","SSH2"
"Pqlc3",0.444065466988501,4.75271046910658,12.3112721705698,0.00326297975173346,0.0246046311009091,"Pqlc3",2.9418119821553,"ENSMUSG00000045679.14",FALSE,"ENSMUSG00000045679","ENSG00000162976","SLC66A3"
"Srpx",-0.293182157041982,7.40798886401656,12.2999833604983,0.00327365924706613,0.0246734611403283,"Srpx",-2.94079990818883,"ENSMUSG00000090084.7",FALSE,"ENSMUSG00000090084","ENSG00000101955","SRPX"
"Lrch3",-0.416113410213837,4.49170818887005,12.2907669737301,0.00328240782567721,0.0247276796076479,"Lrch3",-2.9399730619772,"ENSMUSG00000022801.13",FALSE,"ENSMUSG00000022801","ENSG00000186001","LRCH3"
"Itgav",0.333472515746174,7.35012218880068,12.273249040903,0.00329911039731009,0.0248417389433818,"Itgav",2.93840002716402,"ENSMUSG00000027087.11",TRUE,"ENSMUSG00000027087","ENSG00000138448","ITGAV"
"Sox18",1.53653042279575,0.747248192492303,12.2582294676719,0.003313508326,0.0249358754914952,"Sox18",2.93704985277547,"ENSMUSG00000046470.5",TRUE,"ENSMUSG00000046470","ENSG00000203883","SOX18"
"Lyve1",1.17249131409769,2.15551429246673,12.2569395421141,0.00331474821033898,0.0249358754914952,"Lyve1",2.93693383191697,"ENSMUSG00000030787.4",TRUE,"ENSMUSG00000030787","ENSG00000133800","LYVE1"
"Maneal",-1.85047657232242,0.0190453632764003,12.254364904263,0.00331722455489521,0.024942705482978,"Maneal",-2.93670222886787,"ENSMUSG00000042763.9",FALSE,"ENSMUSG00000042763","ENSG00000185090","MANEAL"
"Sdf2",0.28071134346488,5.79022596128821,12.2446438813615,0.00332659354882724,0.0250013313832701,"Sdf2",2.93582740517976,"ENSMUSG00000002064.10",FALSE,"ENSMUSG00000002064","ENSG00000132581","SDF2"
"Olfr809",2.53942695332463,-0.589208166606193,12.2313193182481,0.00333948480264232,0.025086361273699,"Olfr809",2.93462735354653,"ENSMUSG00000050251.5",FALSE,"ENSMUSG00000050251","ENSG00000185821","OR6C76"
"Gm16364",-1.35453512730358,1.36831757976684,12.2014937185183,0.00336854812117377,0.0252927015164653,"Gm16364",-2.93193724069342,"ENSMUSG00000086915.7",FALSE,"ENSMUSG00000086915",NA,NA
"Gm45869",-3.2470864047839,-1.08602813023486,12.199875137287,0.0033701335919883,0.0252927015164653,"Gm45869",-2.93179109756018,"ENSMUSG00000110390.1",FALSE,"ENSMUSG00000110390",NA,NA
"Strbp",-0.702246742482213,2.51573461890039,12.1921344680228,0.0033777277261667,0.0253377377496363,"Strbp",-2.93109196382146,"ENSMUSG00000026915.16",TRUE,"ENSMUSG00000026915","ENSG00000165209","STRBP"
"Postn",0.303359739569224,11.6881863391768,12.1705799688426,0.00339897753442601,0.025481532740913,"Postn",2.92914323491209,"ENSMUSG00000027750.16",FALSE,"ENSMUSG00000027750","ENSG00000133110","POSTN"
"Sf3b3",0.270792941799536,6.83663138699902,12.1679667299567,0.00340156421103575,0.025481532740913,"Sf3b3",2.92890677966235,"ENSMUSG00000033732.10",TRUE,"ENSMUSG00000033732","ENSG00000189091","SF3B3"
"Gk5",-0.403880310588834,4.20400689236163,12.1678258688855,0.00340170370426701,0.025481532740913,"Gk5",-2.92889403285359,"ENSMUSG00000041440.18",FALSE,"ENSMUSG00000041440","ENSG00000175066","GK5"
"Plcxd2",-0.839083708758002,2.61175273984453,12.1643829014723,0.00340511527388611,0.0254950791904947,"Plcxd2",-2.92858243369125,"ENSMUSG00000087141.1",FALSE,"ENSMUSG00000087141","ENSG00000240891","PLCXD2"
"Scn4b",1.1885198582346,1.02381748227531,12.1624163484046,0.00340706564917463,0.0254976776559172,"Scn4b",2.92840442185736,"ENSMUSG00000046480.6",TRUE,"ENSMUSG00000046480","ENSG00000177098","SCN4B"
"Slc6a7",0.60070401429649,2.8489092325116,12.158862832938,0.00341059317331101,0.0255120711360136,"Slc6a7",2.92808269827385,"ENSMUSG00000052026.8",FALSE,"ENSMUSG00000052026","ENSG00000011083","SLC6A7"
"Pdia3",0.247464870881792,9.6404765683493,12.1539990464509,0.00341542815905596,0.0255362266165806,"Pdia3",2.92764222103919,"ENSMUSG00000027248.13",FALSE,"ENSMUSG00000027248","ENSG00000167004","PDIA3"
"Ppp1r15a",-0.343222697846257,9.08725158705452,12.1346450404472,0.00343474538825463,0.0256685883032958,"Ppp1r15a",-2.92588802693536,"ENSMUSG00000040435.12",TRUE,"ENSMUSG00000040435","ENSG00000087074","PPP1R15A"
"Galk1",0.364836896152287,4.66631696403052,12.1328324123736,0.00343656096346403,0.0256700934720378,"Galk1",2.925723616898,"ENSMUSG00000020766.4",FALSE,"ENSMUSG00000020766","ENSG00000108479","GALK1"
"Sec61b",0.313151660840662,5.69334246146957,12.130815156472,0.0034385827899851,0.0256731371404381,"Sec61b",2.9255406227245,"ENSMUSG00000053317.11",FALSE,"ENSMUSG00000053317",NA,NA
"Ssc5d",0.297000225994164,9.35425679265252,12.1270528810674,0.00344235722613342,0.0256892571408727,"Ssc5d",2.92519926295145,"ENSMUSG00000035279.8",FALSE,"ENSMUSG00000035279","ENSG00000179954","SSC5D"
"Cenpb",0.26456187161829,6.89996774536941,12.1135167308471,0.00345597638220123,0.0257588032486782,"Cenpb",2.92397037320875,"ENSMUSG00000068267.5",TRUE,"ENSMUSG00000068267","ENSG00000125817","CENPB"
"Armcx4",0.42017423953958,4.81629907726933,12.1131154898165,0.00345638102326632,0.0257588032486782,"Armcx4",2.92393392892655,"ENSMUSG00000049804.9",FALSE,"ENSMUSG00000049804","ENSG00000196440","ARMCX4"
"Ctnnal1",-0.579536757089951,3.27810929751462,12.1122987733087,0.00345720482789753,0.0257588032486782,"Ctnnal1",-2.92385974438219,"ENSMUSG00000038816.14",FALSE,"ENSMUSG00000038816","ENSG00000119326","CTNNAL1"
"Gm12940",-0.513294881591549,4.20229677510846,12.111356680962,0.00345815537545922,0.0257588032486782,"Gm12940",-2.92377416648281,"ENSMUSG00000085334.7",TRUE,"ENSMUSG00000085334",NA,NA
"Rpl26",-0.336769668511454,7.54344338659539,12.0994898248854,0.00347015437188512,0.0258360791086559,"Rpl26",-2.92269573246212,"ENSMUSG00000060938.14",TRUE,"ENSMUSG00000060938","ENSG00000161970","RPL26"
"Bax",0.322650214586008,4.96197684845811,12.0918741467304,0.00347787994080877,0.0258814809071979,"Bax",2.92200317595369,"ENSMUSG00000003873.11",FALSE,"ENSMUSG00000003873","ENSG00000087088","BAX"
"Tert",0.782588554001346,2.01715831580258,12.0793166535507,0.00349066164032717,0.0259644490487011,"Tert",2.92086043241994,"ENSMUSG00000021611.9",FALSE,"ENSMUSG00000021611","ENSG00000164362","TERT"
"Rbpms",-0.329733517837788,5.84928842546107,12.058980283817,0.00351147525131329,0.0260963527370723,"Rbpms",-2.9190077220126,"ENSMUSG00000031586.17",TRUE,"ENSMUSG00000031586","ENSG00000157110","RBPMS"
"Marcks",-0.256272401853433,9.38116351891375,12.058784110309,0.00351167671869048,0.0260963527370723,"Marcks",-2.91898983740414,"ENSMUSG00000069662.5",TRUE,"ENSMUSG00000069662","ENSG00000277443","MARCKS"
"Tmem65",-0.259308856727713,6.40757291715412,12.0484636986335,0.00352229430335129,0.0261630295685173,"Tmem65",-2.91804861461604,"ENSMUSG00000062373.8",FALSE,"ENSMUSG00000062373","ENSG00000164983","TMEM65"
"Mir100hg",-0.470315754330652,3.63529502658513,12.0341920965078,0.00353703741306743,0.0262602735667653,"Mir100hg",-2.91674594615349,"ENSMUSG00000074415.14",FALSE,"ENSMUSG00000074415",NA,NA
"Ppm1d",-0.49953928360408,3.44639225651907,12.0297355405605,0.00354165566024925,0.0262822911642295,"Ppm1d",-2.91633890414507,"ENSMUSG00000020525.17",TRUE,"ENSMUSG00000020525","ENSG00000170836","PPM1D"
"Nr1h3",-0.449402234150115,3.73112784114831,12.019306134296,0.00355249044933115,0.0263503990744932,"Nr1h3",-2.91538584217605,"ENSMUSG00000002108.10",FALSE,"ENSMUSG00000002108","ENSG00000025434","NR1H3"
"H3f3b",-0.31327361326282,9.04182810671335,12.0155807944561,0.00355636977775181,0.0263606605325536,"H3f3b",-2.91504524713677,"ENSMUSG00000016559.14",TRUE,"ENSMUSG00000016559","ENSG00000188375","H3-5"
"Serpinb9b",-0.752607454723755,2.95830511490076,12.0147946350272,0.0035571890525599,0.0263606605325536,"Serpinb9b",-2.91497336014977,"ENSMUSG00000021403.3",FALSE,"ENSMUSG00000021403","ENSG00000170542","SERPINB9"
"Prpf39",-0.293203140426134,5.43796568808172,12.0055859151205,0.00356680176573144,0.0264195847603293,"Prpf39",-2.91413101918774,"ENSMUSG00000035597.19",FALSE,"ENSMUSG00000035597","ENSG00000185246","PRPF39"
"D930036K23Rik",-3.41705176006535,-1.52105054787037,12.0034999405382,0.00356898337970795,0.0264234370053517,"D930036K23Rik",-2.91394013670309,"ENSMUSG00000102553.1",FALSE,"ENSMUSG00000102553",NA,NA
"Slco5a1",0.835669264997067,2.92157570714743,11.9947055166568,0.00357819781748328,0.0264793298703753,"Slco5a1",2.91313507942758,"ENSMUSG00000025938.16",FALSE,"ENSMUSG00000025938","ENSG00000137571","SLCO5A1"
"Rgs19",0.464209908740736,3.85038406378123,11.9909606639783,0.00358212978087321,0.026496097630338,"Rgs19",2.91279212119263,"ENSMUSG00000002458.13",FALSE,"ENSMUSG00000002458","ENSG00000171700","RGS19"
"Gorasp2",0.262322830407582,7.26928518736575,11.9786893080113,0.00359504895229618,0.026579294973671,"Gorasp2",2.91166767624279,"ENSMUSG00000014959.12",TRUE,"ENSMUSG00000014959","ENSG00000115806","GORASP2"
"Thrb",-0.566693169701814,3.11613203383182,11.9602416802776,0.00361457087653065,0.0267112084802356,"Thrb",-2.9099755015588,"ENSMUSG00000021779.17",FALSE,"ENSMUSG00000021779","ENSG00000151090","THRB"
"Hspa12a",-0.353351471080003,5.11332505982618,11.9574308396231,0.00361755604102208,0.026720851704772,"Hspa12a",-2.90971747836461,"ENSMUSG00000025092.7",FALSE,"ENSMUSG00000025092","ENSG00000165868","HSPA12A"
"Ilf2",-0.282058674213928,5.57512840134939,11.9488046923595,0.00362673479299138,0.0267762132836314,"Ilf2",-2.90892532270879,"ENSMUSG00000001016.12",FALSE,"ENSMUSG00000001016","ENSG00000143621","ILF2"
"Vasn",-0.284881712016849,8.2243594417873,11.9437695507692,0.00363210480793248,0.0267924098438246,"Vasn",-2.90846271823102,"ENSMUSG00000039646.5",FALSE,"ENSMUSG00000039646","ENSG00000168140","VASN"
"Adap2",0.581859831375907,2.8794975227561,11.9435885336944,0.00363229803328214,0.0267924098438246,"Adap2",2.90844608426587,"ENSMUSG00000020709.15",FALSE,"ENSMUSG00000020709","ENSG00000184060","ADAP2"
"Sirt1",-0.404682674589892,5.63355832874506,11.9356553988548,0.003640777762976,0.0268425075403835,"Sirt1",-2.90771689105641,"ENSMUSG00000020063.16",FALSE,"ENSMUSG00000020063","ENSG00000096717","SIRT1"
"Zbed3",0.420049010552994,4.01805991067322,11.9329452061813,0.00364367987724681,0.0268514555550769,"Zbed3",2.90746768568998,"ENSMUSG00000041995.8",FALSE,"ENSMUSG00000041995","ENSG00000132846","ZBED3"
"Tagln",0.515601962177798,4.21535464003281,11.914020261444,0.0036640189135733,0.0269863915162468,"Tagln",2.90572621486234,"ENSMUSG00000032085.5",FALSE,"ENSMUSG00000032085","ENSG00000149591","TAGLN"
"Ctbp1",0.250487250418101,7.19491867480242,11.9127541616731,0.00366538424668887,0.0269863915162468,"Ctbp1",2.905609627274,"ENSMUSG00000037373.12",TRUE,"ENSMUSG00000037373","ENSG00000159692","CTBP1"
"Cyp21a1",-3.32255424906113,-1.03753030249866,11.9038179645579,0.0036750374076604,0.0270449421073685,"Cyp21a1",-2.90478645591096,"ENSMUSG00000024365.9",FALSE,"ENSMUSG00000024365","ENSG00000231852","CYP21A2"
"Jak3",0.445786571961049,3.7929807453885,11.8747697025856,0.00370661779065926,0.0272647283648724,"Jak3",2.90210711294409,"ENSMUSG00000031805.17",TRUE,"ENSMUSG00000031805","ENSG00000105639","JAK3"
"Thoc2",-0.276136846665407,5.99191666447334,11.8550323192256,0.00372825284166207,0.0274111904488913,"Thoc2",-2.90028350506944,"ENSMUSG00000037475.15",FALSE,"ENSMUSG00000037475","ENSG00000125676","THOC2"
"Rab3d",0.288664637263051,6.00543104921568,11.8523144870073,0.00373124328501404,0.0274204999822451,"Rab3d",2.90003219920732,"ENSMUSG00000019066.13",TRUE,"ENSMUSG00000019066","ENSG00000105514","RAB3D"
"Srprb",0.318700640610359,4.88615574575168,11.8330522344556,0.00375251645933784,0.0275619362122337,"Srprb",2.89824974507792,"ENSMUSG00000032553.14",TRUE,"ENSMUSG00000032553","ENSG00000144867","SRPRB"
"Trim9",2.17131744297519,-0.605323031759824,11.8317537657287,0.0037539554697666,0.0275619362122337,"Trim9",2.89812950401647,"ENSMUSG00000021071.16",FALSE,"ENSMUSG00000021071","ENSG00000100505","TRIM9"
